page1-elem3,Guide to IBM Watson Libraries.
page1-elem3,IBM provides Watson NLP (Natural Language Understand) Watson Speech To Text and Watson Text To Speech as containers which can be embedded in cloud-native applications.
page1-elem3,This post lists links to relevant information in the context of Embeddable AI from IBM and the three libraries.
page1-elem3,Overview
page1-elem3,* IBM’s Embeddable AI [https://www.ibm.com/partnerworld/program/embeddableai]
page1-elem3,* IBM’s announcement regarding its embeddable AI software portfolio [https://newsroom.ibm.com/2022-10-25-IBM-Helps-Ecosystem-Partners-Accelerate-AI-Adoption-by-Making-it-Easier-to-Embed-and-Scale-AI-Across-Their-Business]
page1-elem3,* Rob Thomas on Accelerating AI Adoption with Ecosystem Partners [https://youtu.be/V8oGXnqVZEs?t=743]
page1-elem3,* IBM Digital Self-Serve Co-Create Experience for Embeddable AI [https://dsce.ibm.com/]
page1-elem3,* TechZone: Embeddable AI [https://techzone.ibm.com/collection/embedded-ai]
page1-elem3,* IBM Developer: Watson Libraries [https://developer.ibm.com/articles/watson-libraries-embeddable-ai-that-works-for-you/]
page1-elem3,Watson NLP
page1-elem3,Overview and Documentation
page1-elem3,* Landing page [https://www.ibm.com/products/ibm-watson-natural-language-processing]
page1-elem3,* Trial [https://www.ibm.com/account/reg/us-en/signup?formid=urx-51726]
page1-elem3,* Entitlement key [https://www.ibm.com/account/reg/us-en/subscribe?formid=urx-51726]
page1-elem3,* Documentation [https://www.ibm.com/docs/en/watson-libraries?topic=watson-natural-language-processing-library-embed-home]
page1-elem3,* Model Catalog [https://www.ibm.com/docs/en/watson-libraries?topic=models-catalog]
page1-elem3,Development
page1-elem3,* Running and Deploying IBM Watson NLP Containers [http://heidloff.net/article/running-and-deploying-ibm-watson-nlp-containers/]
page1-elem3,* Running IBM Watson NLP locally in Containers [http://heidloff.net/article/running-ibm-watson-nlp-locally-in-containers/]
page1-elem3,* Running IBM Watson NLP in Minikube [http://heidloff.net/article/running-ibm-watson-nlp-in-minikube/]
page1-elem3,* Understanding IBM Watson Containers [http://heidloff.net/article/understanding-ibm-watson-containers/]
page1-elem3,* Deploying Watson NLP to IBM Code Engine [http://heidloff.net/article/deploying-watson-nlp-to-ibm-code-engine/]
page1-elem3,* Watson Embedded AI Runtime Client Libraries [https://github.com/IBM/ibm-watson-embed-clients]
page1-elem3,* Embed Model Builder (init Containers) [https://github.com/IBM/ibm-watson-embed-model-builder]
page1-elem3,* Watson NLP Python Client [https://github.com/ibm-build-lab/Watson-NLP/blob/main/MLOps/Dash-App-gRPC-Client/readme.md]
page1-elem3,Operations
page1-elem3,* Building custom IBM Watson NLP Images [http://heidloff.net/article/building-custom-ibm-watson-nlp-images-models/]
page1-elem3,* Automation for embedded IBM Watson Deployments [http://heidloff.net/article/automation-for-ibm-watson-deployments/]
